1.000000	0.997700
0.978300	0.995300
0.010800	0.000000
0.010300	0.000000
0.010400	0.000000
0.010500	0.000000
0.010300	0.000000
0.010400	0.000000
0.010400	0.000000
0.010400	0.000000
0.010400	0.000000
0.010500	0.000000
0.010500	0.000000
0.010500	0.000000
0.010500	0.000000
0.010500	0.000000
0.010500	0.000000
0.020400	0.000000
0.020500	0.000000
0.020300	0.000000
0.014700	0.000000
0.014700	0.000000
0.014700	0.000000
0.014800	0.000000
0.014800	0.000000
0.014900	0.000000
0.015700	0.000000
0.334100	0.210200
0.987500	1.000000
0.013300	0.000000
0.012800	0.000000
0.969800	0.999000
0.012600	0.000000
0.026500	0.000000
0.067400	0.000000
0.075100	0.000000
0.996800	0.993000
0.020300	0.000000
0.014400	0.000000
0.010900	0.000000
0.016100	0.000000
0.062300	0.000000
0.039600	0.000000
0.039900	0.000000
0.039600	0.000000
0.039600	0.000000
0.040500	0.000000
0.039900	0.000000
0.039800	0.000000
0.039800	0.000000
0.039500	0.000000
0.593800	0.998600
0.010900	0.000000
0.014400	0.000000
0.023900	0.000000
0.013600	0.000000
0.013600	0.000000
0.012800	0.000000
1.000000	0.998400
0.064000	0.132300
0.022500	0.000000
0.975800	0.999600
0.011100	0.000000
0.015500	0.000000
0.019600	0.030200
0.019400	0.030700
0.012600	0.000000
0.013200	0.000000
0.037500	0.000000
0.597100	1.000000
0.010500	0.000000
0.018000	0.000000
0.013600	0.000000
0.439000	0.000000
0.018500	0.000000
0.018400	0.000000
0.018500	0.000000
0.018500	0.000000
0.018700	0.000000
0.018400	0.000000
0.014900	0.000000
0.015300	0.000000
1.000000	1.000000
0.472800	0.000000
0.464600	0.994000
0.054100	0.000000
0.999300	0.998100
0.981100	0.999400
0.041700	0.000000
0.010200	0.000000
0.013000	0.000000
0.977300	0.997800
0.020200	0.000000
0.012100	0.000000
0.388200	0.997300
0.011500	0.000000
0.011500	0.000000
0.011600	0.000000
0.012200	0.000000
0.012200	0.000000
0.056200	0.000000
0.977900	0.999400
0.023800	0.000000
0.000000	0.011500
0.000000	0.011700
0.000000	0.011900
0.000000	0.011900
0.000000	0.012000
0.000000	0.014600
0.000000	0.015000
0.000000	0.015500
0.000000	0.016400
0.000000	0.016500
0.000000	0.011300
0.000000	0.012000
0.000000	0.025400
0.000000	0.569100
0.000000	0.551100
